names,scores,logfoldchanges,pvals,pvals_adj,significant
CG42524,24.626074,1.0434368,6.642094616876836e-134,5.387886750640648e-132,True
Eip78C,24.159645,1.0731851,5.912443828612905e-129,4.570319079517776e-127,True
CG13751,21.66364,1.0999205,4.5207067472452345e-104,2.8838158915315357e-102,True
apolpp,21.030575,1.1607667,3.4444694520588766e-98,2.1052917706746833e-96,True
mir-9381,20.881655,1.062353,7.862153792776713e-97,4.7392918803155403e-95,True
Yp1,19.81854,7.6621323,2.0599624561546652e-87,1.1470324845901886e-85,True
Rok,19.286154,1.1125796,7.020649565333459e-83,3.705154856949678e-81,True
CG18467,18.319641,1.1111304,5.769110104781471e-75,2.818285348956629e-73,True
CG11768,18.256142,1.2118726,1.8490185288434836e-74,8.966034128240671e-73,True
mRpL33,18.110178,1.013694,2.6488671912938673e-73,1.2566340707867405e-71,True
CG3961,17.842201,1.0069827,3.3233953923897567e-71,1.5323768018032908e-69,True
Polr2K,16.081875,1.0035399,3.4187594258454265e-58,1.317475589883717e-56,True
RabX1,15.070781,1.0858986,2.5211479807916645e-51,8.718527793574543e-50,True
GEFmeso,14.647493,1.1307153,1.3977833372199835e-48,4.5692216005989555e-47,True
mRpL34,13.969883,1.0061493,2.3801694998504164e-44,7.223512101047188e-43,True
robo2,13.925357,1.0682372,4.443193757614475e-44,1.3391745222204545e-42,True
Yp2,11.878981,5.2183833,1.522126326864154e-32,3.597529147719757e-31,True
lncRNA:CR43334,11.329104,1.130301,9.416229842288899e-30,2.0972657009748887e-28,True
CG33774,10.569244,1.1908412,4.138142129519088e-26,8.483514153511754e-25,True
CG40472,8.069319,1.3338226,7.069128886200725e-16,1.0653144804307767e-14,True
ITP,6.7974725,1.4871144,1.0647049901907942e-11,1.3274467055120707e-10,True
mnd,6.7730923,1.1103722,1.2605846391753342e-11,1.562768183339912e-10,True
lovit,6.7547812,1.0645777,1.4305109759300668e-11,1.7617942581721658e-10,True
lncRNA:CR45333,6.6929398,1.0483692,2.1873113201550726e-11,2.6638978737866365e-10,True
CG12239,6.5277886,1.3338066,6.674781093790253e-11,7.916362667283187e-10,True
ND-MNLL,6.368347,1.6692985,1.9107575027933578e-10,2.1987096623649316e-09,True
lncRNA:CR43264,6.1923137,1.9562457,5.928740990476995e-10,6.6646351886961674e-09,True
CG34220,5.951193,4.432412,2.66195084453273e-09,2.879069633580626e-08,True
MEP-1,5.821095,1.0249964,5.846333366181706e-09,6.185721961754734e-08,True
Egfrap,5.342436,1.1212434,9.17058413889642e-08,8.953242657447093e-07,True
lncRNA:CR45668,5.2627563,1.6606265,1.4191161176759687e-07,1.372229941308308e-06,True
prage,5.137228,1.0282944,2.788202807736198e-07,2.6608404572593595e-06,True
Rac2,4.586716,1.1063721,4.502721338791579e-06,3.847221138690516e-05,True
hb,4.128337,1.1596256,3.653966504577907e-05,0.0002814582288198023,True
CG14645,4.016537,8.624665,5.905960038005091e-05,0.00044629224185983266,True
Galphai,3.8202581,1.0330752,0.0001333120261840114,0.0009659902890601437,True
lncRNA:CR44831,3.6335223,1.2548988,0.0002795782079198948,0.0019387531558181198,True
Tret1,3.4102855,1.0085793,0.0006489489968432369,0.004309165622797866,True
foxo,2.8330107,1.0141996,0.004611184979656231,0.026600343203539302,True
Cyp4d2,-2.606674,-2.0247424,0.009142635773115896,0.04979004421654206,True
CG41378,-2.608922,-1.3541927,0.009082792299372264,0.0495051736234139,True
asRNA:CR45479,-3.1456733,-2.3930364,0.0016570503488220032,0.01026412300099966,True
trpl,-3.1708002,-1.334933,0.001520196413980473,0.009490214287941756,True
pkm,-3.3786156,-1.3629116,0.0007285181007591303,0.004793919059627306,True
Nplp3,-3.4108117,-1.8877583,0.0006476980967608178,0.004303033715638982,True
se,-4.0231867,-1.9378111,5.741597203668627e-05,0.00043437149598969156,True
Cpr72Ec,-4.2492766,-2.3259013,2.1446193277541193e-05,0.000169162320444279,True
Muc14A,-5.3754063,-2.8356535,7.641025724171827e-08,7.521402175381421e-07,True
18SrRNA-Psi:CR41602,-5.637773,-1.1744795,1.7226353642355414e-08,1.7671468634987705e-07,True
Arr1,-7.597974,-1.3435918,3.0080300855112864e-14,4.2321759479340273e-13,True
28SrRNA-Psi:CR45859,-13.588055,-1.3868943,4.714445676135291e-42,1.3645931856848868e-40,True
Pdh,-13.616576,-1.842936,3.1918364265873454e-42,9.259144035713974e-41,True
Arr2,-14.65215,-1.1214826,1.3051898164776124e-48,4.287874844583076e-47,True
ninaE,-33.143265,-1.797419,7.081346931738179e-241,1.3486373917387163e-238,True
lncRNA:roX2,-148.72972,-9.59241,0.0,0.0,True
lncRNA:roX1,-181.28792,-9.512221,0.0,0.0,True
